#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.652998.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 2.28048 0.17465 0.171457 4.0355 0.0942855 0.0806422 0.729363 0.067153 0.0513452 2.63058 0.213741 0.154813 4.34531 0.101262 0.0682774 0.781855 0.0602493 0.0370933 2.80219 0.0796077 0.0954463 4.43126 0.0598874 0.0744019 0.862486 0.0296188 0.0278866 7.2 7.4 605712 20042 17390 11498
7.5 2.32796 0.134663 0.11375 4.06167 0.098166 0.087301 0.762364 0.0464474 0.0469949 2.83401 0.157953 0.145541 4.44103 0.09935 0.0763226 0.842803 0.0463687 0.0393921 2.93154 0.064712 0.0669789 4.55186 0.0430779 0.052289 0.913961 0.0301525 0.0243206 7.4 7.6 501712 18331 15536 10310
7.7 2.35747 0.260202 0.140903 4.16166 0.435389 0.198694 0.782284 0.109782 0.059518 2.933 0.18901 0.148224 4.60784 0.173412 0.139706 0.847193 0.0565932 0.0375972 3.10172 0.0921237 0.0905702 4.69741 0.112331 0.0740256 0.975826 0.0290247 0.029544 7.6 7.8 414443 16349 13656 9203
7.9 2.63636 0.527871 0.275996 4.99656 0.906357 0.654003 0.882007 0.201695 0.104794 3.20469 0.342887 0.221993 5.09182 0.747443 0.387911 0.948635 0.154927 0.0853842 3.40128 0.120434 0.146285 5.1852 0.23298 0.242832 1.07697 0.0453483 0.0549914 7.8 8 345616 15100 12501 8449
8.1 2.99375 0.660027 0.348882 5.85202 0.431285 0.460844 1.01682 0.252486 0.145544 3.51882 0.383186 0.221695 6.13179 0.54533 0.669553 1.06713 0.182498 0.0964978 3.74202 0.167469 0.142421 5.87314 0.350604 0.320564 1.25471 0.077075 0.0715958 8 8.2 292551 15330 12030 8218
8.3 3.19115 0.566054 0.320854 5.98144 0.233078 0.266244 1.11885 0.236221 0.125711 3.67519 0.323885 0.228456 6.48087 0.250225 0.356976 1.18011 0.183351 0.109535 3.89771 0.119882 0.0966587 6.22538 0.228947 0.242377 1.33428 0.0801467 0.0441689 8.2 8.4 245198 14969 11074 7528
8.5 3.14617 0.49713 0.323226 5.83934 0.226544 0.227293 1.09828 0.210791 0.122219 3.65278 0.303073 0.188849 6.42867 0.265946 0.28701 1.21425 0.138836 0.0922823 3.93256 0.0984759 0.0713227 6.24178 0.20366 0.193624 1.33838 0.0657092 0.0409939 8.4 8.6 199427 13413 9714 6428
8.7 2.97516 0.495241 0.29329 5.62495 0.258912 0.22876 1.03957 0.186824 0.101458 3.60096 0.250772 0.189602 6.36761 0.226954 0.292997 1.19675 0.1192 0.100835 3.95644 0.101661 0.0793464 6.25976 0.148921 0.156606 1.37548 0.0510696 0.0466812 8.6 8.8 160105 11510 8325 5428
8.9 2.95983 0.421546 0.303759 5.46679 0.255013 0.264753 1.03443 0.18381 0.116806 3.54782 0.253565 0.183724 6.25238 0.279965 0.3367 1.16633 0.12705 0.076291 3.95123 0.0919635 0.0924716 6.14892 0.1617 0.173379 1.36995 0.0543799 0.0496159 8.8 9 127976 10091 6859 4572
9.1 2.88582 0.414663 0.282466 5.3072 0.262371 0.212461 0.985761 0.162561 0.102641 3.49755 0.263638 0.179989 6.31923 0.195474 0.31552 1.19072 0.11971 0.0976566 3.91044 0.0753367 0.0695713 6.20155 0.122656 0.157156 1.39018 0.0534357 0.0529634 9 9.2 103579 8312 5782 3820
9.3 2.78114 0.370212 0.278145 5.08375 0.284451 0.229868 0.910408 0.159497 0.113982 3.36801 0.29348 0.165325 6.19156 0.203216 0.241182 1.12719 0.118318 0.0627853 3.9266 0.0822268 0.0682075 6.09527 0.154081 0.105108 1.38469 0.0360826 0.0433469 9.2 9.4 85158 6800 5029 3207
9.5 2.73034 0.354647 0.298949 4.97214 0.262274 0.23175 0.895036 0.148323 0.0918579 3.27065 0.27447 0.189184 6.08767 0.212027 0.237738 1.1254 0.132663 0.0828236 3.81906 0.101286 0.0811322 6.07971 0.120358 0.121178 1.39311 0.0563787 0.0623611 9.4 9.6 72316 5395 4398 2911
