#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.172060.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.261451 0.0291167 0.0231015 0.507363 0.0353547 0.042297 0.0920584 0.0109172 0.00969017 0.294641 0.0895765 0.0669643 0.637961 0.0742089 0.145618 0.0752044 0.027519 0.0222171 1.00757 0 0 1.00757 0 0 1.00757 0 0 7.2 7.4 470924 4491 30 0
7.5 0.30077 0.0258301 0.0267293 0.557819 0.0296029 0.0333827 0.104836 0.00899179 0.0100653 0.408134 0.0210707 0.0724143 0.702163 0.0432451 0.0580441 0.122618 0.0496804 0.0362488 1.00757 0 0 1.00757 0 0 1.00757 0 0 7.4 7.6 363072 4589 34 0
7.7 0.334981 0.0229371 0.028224 0.595416 0.0152423 0.0202045 0.121387 0.0103964 0.011875 0.427893 0.062166 0.0356795 0.686904 0.0509397 0.0520989 0.17151 0.0888687 0.0652706 1.00757 0 0 1.00757 0 0 1.00757 0 0 7.6 7.8 267552 4476 39 0
7.9 0.360309 0.0162369 0.0234333 0.613716 0.00924957 0.0166635 0.131071 0.00816843 0.00888772 0.491337 0.0203456 0.0516621 0.731116 0.0145476 0.0210503 0.231622 0.0470591 0.0339553 1.00757 0 0 1.00757 0 0 1.00757 0 0 7.8 8 191411 4048 52 0
8.1 0.359914 0.015449 0.018551 0.611806 0.0105773 0.0127889 0.132896 0.00865933 0.00872444 0.408134 0.0626753 0.0319381 0.733112 0.0451779 0.0368341 0.162469 0.0514269 0.0413675 1.00757 0 0 1.00757 0 0 1.00757 0 0 8 8.2 131594 3431 29 0
8.3 0.346585 0.0129569 0.0141194 0.593896 0.0176116 0.0181376 0.12645 0.00671402 0.00741129 0.392214 0.109318 0.032134 0.734578 0.0470346 0.0195891 0.134195 0.0560678 0.0220589 1.00757 0 0 1.00757 0 0 1.00757 0 0 8.2 8.4 90235 2866 27 0
8.5 0.333017 0.013469 0.0145775 0.577476 0.0103731 0.0105876 0.122589 0.00562648 0.00570228 0.569125 0.0796387 0.0828999 0.748996 0.0470007 0.032947 0.210131 0.134866 0.0260514 1.00757 0 0 1.00757 0 0 1.00757 0 0 8.4 8.6 60795 2342 21 0
8.7 0.315868 0.0109984 0.0149922 0.556997 0.0128711 0.00908893 0.116033 0.00701905 0.00693835 0.648763 0.0176277 0.116922 0.737941 0.0498536 0.0540581 0.424942 0.0174459 0.0876923 1.00757 0 0 1.00757 0 0 1.00757 0 0 8.6 8.8 39816 1908 9 0
8.9 0.292524 0.0128695 0.0140978 0.543859 0.0112575 0.0128142 0.0956965 0.00693579 0.00571018 0.531841 0.014994 0.0610311 0.683305 0.124898 0.06104 0.42744 0.00575083 0.136781 1.00757 0 0 1.00757 0 0 1.00757 0 0 8.8 9 26208 1404 11 0
9.1 0.267086 0.015544 0.0142737 0.522474 0.0127829 0.0161968 0.0907711 0.00434953 0.00461119 0.546835 0.0589025 0.06061 0.795996 0.0798473 0.0894781 0.415907 0.0263303 0.0774813 1.00757 0 0 1.00757 0 0 1.00757 0 0 9 9.2 17321 1097 9 0
